URI,name,text
<http://dbpedia.org/resource/Timothy_F._Sedgwick>,Timothy F. Sedgwick,timothy f sedgwick joined virginia theological seminary in 1997 he is a prolific author and editor and in addition to being the clinton s quin professor of christian ethics and since 2007 has served as vice president and associate dean of academic affairsprof sedgwick received his ab from albion college and his ma and phd from vanderbilt university following his doctorate he taught undergraduates at denison university marshall university and blackburn college and then for 19 years taught christian ethics at seaburywestern theological seminaryhe has served the anglican theological review as book review editor board member and president of the board and as a member of the board of directors for the society of christian ethics in the episcopal church he serves on the advisory board for the college for bishops and on the anglicanroman catholic arc usa bilateral discussion currently on moral theology previously he served on the task force on endoflife issues the task force on ethics and the new genetics the committee on sexual exploitation the delegation to the governing board of the national council of churches in christ the general board of examining chaplains the council for the development of ministry where he served as vicechairperson the total ministry task force and the task force on lay professionalsprof sedgwick is married to martha w sedgwick and has two grown daughters
<http://dbpedia.org/resource/Victor_Boschini>,Victor Boschini,victor j boschini jr is the current chancellor at texas christian university he assumed office as the universitys tenth chancellor on june 1 2003 he also holds the rank of professor of educationboschini came to tcu after serving as president of illinois state university from 1999 to 2003 at illinois state boschini also was associate professor in the department of educational administration and foundations in the college of education and taught a class each semester throughout his presidency in addition boschini was a member of the board of directors of the illinois campus compact a coalition of college and university presidents committed to helping students develop the values and skills of citizenship through participation in public and community service from 1997 to 1999 boschini served as illinois states vice president for student affairsprior to his tenure at illinois state he was associate provost at butler university in indianapolis indiana and also taught in butlers college of education he previously spent eight years at indiana university in various administrative posts as well as teaching in the universitys school of educationboschini serves on the board of the state farm company mutual funds as well as on the boards of the fort worth symphony orchestra and the van cliburn foundation he is also a member of the board of trustees of brite divinity schoolborn in cleveland ohio son of victor sr and elizabeth boschini boschini received his bachelors degree from mount union college in 1978 he was awarded a master of arts degree in personnel from bowling green state university in 1979 his doctorate was awarded to him at indiana university in 1989 in higher education administrationboschini is married to the former megan mcauliffe of st louis missouri they have three children mary catherine 1989 edward mark 1994 and margaret ellen 1995in early march 2011 boschini was elected to the board of trustees of one of the most prestigious national associations in american higher education the american council on education ace the most prominent leading university presidents serve on the ace governing board and this is where they meet to consider the most serious issues facing them the ace also deals with critical issues and problems related to broadening american access to a university education this includes adequate funding for needbased financial aid and proposed regulations to control pricing at institutions at a time when they are struggling to maintain quality while containing expenses boschinis term will continue through 2014 httpwwwnewseventstcuedu2262asp
<http://dbpedia.org/resource/Heeralal_Rampartap>,Heeralal Rampartap,heeralal rampartap is an indotrinidadian entertainer he has repeatedly produced hits and has won numerous awards both locally and internationally he is a threetime international chutney soca monarch in 1997 2003 and 2005 and the national chutney monarch of 2002 and 2003 he has also taken first place in the indian cultural pageant for three consecutive years and won the first tuco chutney monarch in 2005 followed by two further wins in 2006 2007 and 2008 he received the national humming bird silver medal for culture in trinidad and tobago in 2005rampartap has produced hits such as chutney posse basmatee balama wa ray chutney kirkatay run for meh life dai meh family im a trini and several others he has done several social commentaries which have been well received in his 2005 hit treat yuh woman nice he gives advice to men on balancing gender roles and treating women with respect rampartap also performs religious songs and recently produced a bhajan album with his band shakti d mash up crew among the performers in his band are the national chutney drummer of 2006 sudesh ramnarine as well as multitalented shakti rampartap mastana bahar finalist anirudh narine energetic performers ramlal rampartap and nankisoor rampartap as well rhythms specialist kailashd hero as rampartap is sometimes known has a wife son and daughter his daughter shakti has written most of his winning compositions the others being written by his wife shakti is becoming widely popular as she follows in the footsteps of her father his son enjoys doing rhythms in 2007 rampartap was a part of a team accompanying trindad and tobagos minister of trade on a trade mission tour he was overwhelmed with the response he received in india china and korea
<http://dbpedia.org/resource/Earl_Snyder>,Earl Snyder,earl clifford snyder born may 6 1976 in new britain connecticut is a former major league baseball player who played in the major leagues for the cleveland indians and boston red sox in his short time in the majors snyder played first base third base and designated hitter but in the minors he played third first outfield shortstop two games at designated hitter and one game at second basethe 60 207 pound snyder attended plainville high school in connecticut and attended the university of hartford where he played college baseball for the hawks while in college he played for the middletown giants and danbury westerners of the new england collegiate baseball league he was drafted in the 1998 major league baseball draft in the 36th round by the new york mets but only reached the triplea level with themon december 13 2001 the mets sent snyder and billy traber to the cleveland indians completing a deal in which the mets traded matt lawton alex escobar jerrod riggan and two players to be named snyder and traber to cleveland in exchange for allstar roberto alomar mike bacsik and danny peoplesafter playing the 2002 season with both the indians and triplea buffalo bisons snyder was claimed off waivers by the boston red sox on january 17 2003 he was an il allstar and an il postseason allstar in 2004 for the pawtucket red sox the triplea affiliate of the boston red sox he also won the player of the week award on may 3 2004snyder played for the durham bulls the triplea affiliate of the tampa bay devil rays in 2005 he played in the minor leagues for the cincinnati reds in 2006 and part of 2007 but played most of the 2007 season for the charlotte knights the triplea team of the chicago white soxsnyder is righthanded and resides in yardley pennsylvania
<http://dbpedia.org/resource/Mrinal_Chatterjee>,Mrinal Chatterjee,mrinal chatterjee born 1961 is a media educator author and trainer from odisha india and works as an professor and center head in the indian institute of mass communication dhenkanal chaterjee is author to books including history of journalism in odisha which is a historical book on journalism in odisha from its beginning in mid 19th century till mid 2013 it also makes an attempt to provide a detailed note on current trends and status of media industry and its future in odisha dr chatterjees book is the first major publication on history of journalism in odisha the book will immensely benefit the students academicians researchers and industry playerschatterjee also has contributed to the field of fiction writing with 5 novels publications 4 short story collections and columns in oriya dailies he has published two books on journalism and mass communication in oriya he has published an oriya fiction jagate thiba jate dina in 2010 which is the collection of his columns published in the weekly samaja saptahikihis latest novel kandhei was released on 15 december 2013 in this novella dr chatterjee not only breaks many myths about cats but also make the readers see the world through the eyes of a cat
<http://dbpedia.org/resource/Mohammed_Al-Modiahki>,Mohammed Al-Modiahki,mohammed ahmed almodiahki arabic born june 1 1974 is a chess grandmaster he was the first player in qatar to earn the title of grandmaster and is the countrys best player he was awarded the trophy of the player of the century within the arab countriesalmodiahki has participated in nine chess olympiads in 1988 1990 1992 1994 1996 1998 2000 2002 and 2006 with an outstanding overall record of 602821 at the 32nd chess olympiad in 1996 and he won the gold medal for his individual performance on the first board scoring 810 a performance which he repeated at the 33rd chess olympiad in 1998 this time with 758 in 1994 and 2002 his individual performance earned him the bronze medal he played four times in the knock out stages of the fide world chess championships in las vegas 1999 new delhi 2000 moscow 2002 and libya 2004he won the arab chess championship on four occasions in 1994 1997 2000 and 2002 shared with hichem hamdouchi other victories include the agadir open in morocco andorra open 1999 the open tournament in tunis 1997 and shared first places at the goodricke open in india 1995 and benasque open in spain 1997in 2001 he married grandmaster zhu chen who now also plays for qatar in october 2003 he achieved his maximum fide rating of 2588
<http://dbpedia.org/resource/Hikmet_Temel_Akarsu>,Hikmet Temel Akarsu,hikmet temel akarsu born 1960 in gmhane turkey is a turkish novelist shortstory writer satirist and playwrighthe moved to istanbul with his family at the age of nine after graduating from istanbul technical university with a degree in architecture he devoted himself to writing including essays articles critiques plays and scenarios he produced literal work in all fields besides his novel series his satirical prose and critical essays found much acclaim in the societyhis novel series kayp kuak lost generation stanbul drtls istanbul quartet and lmsz antikite everlasting antiquity have all been printed by several publishershis essays appeared in literature magazines such as varlk gsteri radikal kitap cumhuriyet kitap notos scak nal roman kahramanlar and yasak meyve he wrote columns in newspapers for a certain period of time his short stories were printed by nklap yaynlar under the title babalar ve kzlar fathers and their daughters in 2005his radio play alnan tez stolen thesis received an award from the turkish radio and television corporation trt furthermore he ventured into juvenile fiction with his gzelamlnn kayp panteri gzelamls lost panther which was published in 2006 by can yaynlar his radio play tahan was aired on trt 1 between july 1422 2006 antalya state theater started to stage his adapted play from mer seyfettin asilzadeler noblemen in the 20082009 seasonhe is a member of the pen club the turkish writers syndicate and the turkish chamber of architecture
<http://dbpedia.org/resource/Dean_Kruse>,Dean Kruse,dean v kruse born september 21 1941 auburn indiana is a former auctioneer he is also the former owner and ceo of kruse international kruse started working in the local auction business founded by his father russell w kruse and soon became the companys president known to many as the dean of auctioneers kruse was once a wellrespected member of the collector car hobbya 1957 graduate of the reppert school of auctioneering in decatur indiana kruse cried his 5000th auction in houston in 1987 and is reportedly one of the youngest men to even attain that goalkruse is a former indiana state senator serving from 1966 to 1970 and was elected at the age of 25 he is a past president of the indiana auctioneers association and was elected as a member of their hall of fame along with his father russell and brother dennis krusedean was responsible for negotiating the purchase of his auction company in 1999 by online auctioneer ebay which paid 275 million for kruse international and billpoint the company was purchased back from ebay by dean kruse in 2002 kruse used part of the money he received from ebay to start two museums in auburn the world war ii victory museum and the kruse automotive horse power and carriage museumon may 25 2010 the indiana auctioneer commission suspended kruses auctioneers license for two years and permanently revoked the license of his company kruse inc after receiving complaints that he had been failing to pay those who sold items through his auctions
<http://dbpedia.org/resource/Steve_Bickerstaff>,Steve Bickerstaff,steve bickerstaff born april 15 1946 is a professor of law at the university of texas law school in austin texas in february 2007 the university of texas press published his book lines in the sand the book covers the history of the 2003 texas congressional redistricting and its aftermath bickerstaff is also a coauthor of international election principles 2009 and the author of two other books and over 25 legal articles he is considered an expert on redistricting and other election law issuesbickerstaff attended the university of texas at austin ba 1968 and the university of texas school of law jd he was on active duty as a first lieutenant in the united states air force 19711973 he served as parliamentarian of the senate of texas 19751976 after serving as a counsel for the texas constitutional convention 1974 and the texas constitutional revision commission 1973 beginning in 1976 he served as an assistant attorney general of texasin 1980 he formed the private law firm of bickerstaff heath and smiley the law firm grew to 50 attorneys and was at one time probably the largest womenowned law firm in the nation bickerstaff became of counsel to the firm in 1998 and retired in 2001 the law firm now bickerstaff heath delgado acosta continues as a prominent texas firmas a private attorney bickerstaff was involved primarily in public policy litigation among his many cases over thirty years was litigation involving jail overcrowding public school finance congressional state and local government redistricting election contests environmental protection and telecommunications competition one of his cases resulted in the largest monetary judgment 203 million ever awarded against the state of texas after leaving the law firm bickerstaff focused on teaching and writing he had begun teaching as an adjunct professor at the university of texas law school in 1992 in 19981999 he taught fulltime at the law school during the early 2000s he taught and lectured at several universities in europe he was a fulbright foundation scholar a rockefeller foundation scholar in residence at the foundations villa serbelloni in bellagio italy a member of a carter commission team advising on election issues in china and a lecturer at the london school of economics an endowed scholarship was created in his name at the university of texas law school by his former law firmin 2005 bickerstaff wrote a letter praising alberto gonzales for the united states attorney general confirmation hearings however in light of the us attorney generals dismissal controversy he publicly called for gonzaless resignationin 2010 bickerstaff wrote and spoke about campaign finance issues in november 2010 he was an expert witness for the prosecution in the criminal trial against former congressman tom delay and authored an editorial urging that the conviction was appropriaterecently bickerstaff authored and championed a charter amendment creating an independent redistricting commission for the city of austin texas in 2014 he published an article making local redistricting less political independent redistricting commissions for cities in the election law journalbickerstaffs environmental educational community and corporate involvement has included the national council of the national parks conservation association the board of directors of the trustees for alaska the board of visitors for the university of texas mcdonald observatory the chancellors council of the university of texas and deans roundtable of the university of texas school of law the board of directors of the marfa public radio corporation and the board of trustees of corporate systems incbickerstaff has two daughters and three granddaughters
<http://dbpedia.org/resource/Kandace_Lindsey>,Kandace Lindsey,kandace lindsey born march 20 is an american singersongwriterwith fiery vocal technique and melodic expressive songs kandace lindsey strikes a chord of authenticity with audiences across the globe her soulful style is powerful yet heartfelta blend of world soul rock and blueskandace has deep musical roots born and raised in phoenix she dreamt of performing like her mother and the lineage of singers before her even as a young girl she would sing and play the piano accompanied by her father on saxophone to the tunes of greats like aretha franklin sly stone tina turner and chaka kan\tshe fell in love with soul blues and goodold fashioned rockandroll her global travels even as a young girl gave kandace a love of world music and a flair for the internationalearly in her career kandace was afforded the opportunity to sing a duet with latin superstar marc anthony after an impressive performance of ahora quien anthony invited her to join a series of consecutive worldwide tours her work with anthony caught the attention of jennifer lopez who also invited lindsey to be a part of her traveling tour of performersreturning to her home in los angeles kandace recorded her fourth solo effort acoustic fire aptly named the album not only brings musical heat but she warms the listeners soul with organic raw emotional and even vulnerable flavor each track is a magical mix of acoustic rock and soulful sound of the eps six songs kandaces original song believe is proving to be an audience favorite in addition to cascading energy and spirited musicality the message of believe resonates with listeners\tpeople need to have hope and faith\tthey need something to believe in says lindsey when people take a step out of their comfort zone they need some encouragement the album has been her most successful solo effort todate earning her a consideration on the 2011 grammy award nomination ballotit would not be uncommon to hear kandaces wailing vocals filling the air at the coffee bean and tea leaf or providing a little listening pleasure while waiting for verizon to activate your iphone you might even try on the latest fashions at abercrombie and fitch or sweat your way through your daily workout at 24hour fitness to the sound of kandaces gripping tunes she might even escort you safely to your destination while hosting the us airways new and now artists broadcast or adding her melodies to the silky soul and songwriters channels on xm sirius radio in addition to filling the audio airwaves she is a skilled session singer lending her voice and songwriting prowess to numerous television commercials including those of dr pepper special k hyundai nike and budweiser as well as television hit series such as mtvs real world and showtimes weeds her original recording of phoenix will fly was used as the theme song for the wnba championship team the phoenix mercury and in half time performances for the nbas phoenix suns and the nba entertainment league celebrity game her versatile style has also made her a favorite in the danceelectronica genre kandace was featured on the top 10 beatport charts with the song wait so long by artistdj dion mavath and other singles including midnight samba spend the night and wait so long each of which was written and performed by kandace and featured on some of todays most watched network showsoutside of the studio though is where kandace really shines with strong latin influences and a natural affinity for spanish and portuguese kandace has been invited to sing around the world in exotic destinations such as hungary brazil and most recently italy for the prestigious 32nd roccella jazz festival she is a local favorite at popular los angeles venues including the worldfamous house of blues the viper room hotel caf and witzend her big voice and even bigger heart have earned her invitations to sing at events such as covenant houses a magical night of hope annual gala playground of dreams sgiusa music for peace event and the wall las memorias 20th anniversary gala for hivaids awareness she is no stranger to broadcast television either having been invited to sing on the oprah show american idol saturday night live the tonight show and even the grammy awardsa beautiful mix of diverse cultural and musical influences intense energy and impressive vocal skill kandace is a true art ist her powerful performances captivate listeners from the first delicate note until the last resounding wail in the words of earnest harris of huffington post every once in a while when you watch a singer and performer put on a show you are overwhelmed by what you see and hear i cant say this happens often in fact it is quite rare but i got the chance to watch a performance by someone that moved me so deeply that even i was surprised i was able to experience the performance of kandace lindsey at house of blues sunset strip i am now one of her biggest fans
<http://dbpedia.org/resource/Lorne_Clarke_(singer)>,Lorne Clarke (singer),lorne clarke is a canadian singersongwriter and concert promoter who first began performing in the mid1970s in the toronto folk scene born in toronto ontario and raised in the isolated mining community of schefferville quebec clarke has since worked at a number of careers these include stints as a marine engineer on great lakes vessels a highrise construction carpenter a dairy farmer a toronto police officer and a power plant operator at a paper mill thus it is perhaps understandable that his songs often reveal his workingclass background over the years he has performed his music across the united states and canada his debut studio cd lorne clarke was released in 1999 and in 2007 released his second studio cd titled moonlight ciderin 2000 he became the artistic director and promoter for the old lynn concerts in lynn pennsylvania this unique free concert series runs to packed houses and presents concerts by contemporary folk artists from all over the worldclarke is widely known for his continuing work with american song writer tom flannery specifically the two themebased song cycles rwanda songs in 2004 and hands in the dark in 2006 these song cycles tackle the difficult issues of genocide and child sexual abuse crisis by catholic clergy respectively both are available for free download through the artists web sitesin addition in 2006 clarke and flannery composed and performed the soundtrack to the awardwinning featurelength documentary film facing sudan directed and produced by bruce david janu of chicago illinois clarkes song how do we sleep at night is the opening theme song to the film in 2008 he contributed several songs to crayons and paper a followup to facing sudan current projects include a musical stage play
<http://dbpedia.org/resource/I._William_Zartman>,I. William Zartman,ira william zartman is professor emeritus at the paul h nitze school of advanced international studies sais of johns hopkins university he earlier directed the schools conflict management and african studies programs and continues to teach on africarelated subjects he holds the jacob blaustein chair in international organizations and conflict resolution he is a founder and current board chairman of the international peace and security institute ipsihe taught at the university of south carolina at new york university where he served as department head and as associate director of the center for international studies and at the american university in cairo professor zartman was also olin professor at the us naval academy halevy professor at the institute of political studies in paris and visiting professor at the american university in pariswilliam zartman was a consultant to the us department of state president of the tangier american legation museum society and past president of the middle east studies association and the american institute for maghrib studies he is also a member of the steering committee of processes of international negotiations based at the international institute for applied systems analysis in austria he received an honorary doctorate from the catholic university of louvain and his phd in international relations from yale university
<http://dbpedia.org/resource/John_O'Hara_(Brooklyn_politician)>,John O'Hara (Brooklyn politician),john kennedy ohara born c 1961 is an american lawyer active in brooklyn new york politics he is also the first person convicted of illegal voting in new york state since susan b anthony was convicted for voting before women had the right to vote in 1872the son of workingclass irish americans and the first in his family to go to college oharas interest in politics was clear even in childhood at the age of seven he wrote to his congressman complaining that he didnt have the right to vote but was still required to pay sales tax on toys at the age of 11 he worked on george mcgoverns campaign in the 1972 presidential election at 16 his investigative reporting for his school newspaper resulted in the school principal being fired for lacking the appropriate license for his jobas a teenager and young man he was involved with brooklyns reform democrats against the meade esposito machinein the 1990s he ran for office six times in primary election never winning but coming within a few hundred votes in a 1992 election for new york state assemblyin 1996 ohara was charged with running for office and voting from a false address in fact ohara had voted from his girlfriends apartment in which approximately half of his time was spent the discovery of oharas voting habits was used by incumbent brooklyn district attorney charles joe hynes to prosecute ohara for voting in a place other than his principle and permanent residence refusing any plea deal after a mistrial and a reversal on appeal ohara was convicted of a felony in july 1999 sentenced to five years probation a 20000 fine and 1500 hours of community service cleaning a park the case also resulted in his disbarment on november 10 1997he continued to appeal his case and continued campaigning on behalf of other antimachine candidates especially for judgeships oharabacked peter sweeney and eileen nadelson won judgeships in 2001 and several other insurgent candidates have won brooklyn judgeships since then an attempt was made to prosecute nadelson for election fraud for false petitions these turned out to be obviously false petitions by a person or persons unknown to her campaign civil rights lawyer sandra roper backed by ohara in a failed 2001 candidacy against district attorney hynes was prosecuted for what christopher ketcham says most observers agree is an unfounded charge of grand larceny ropers trial ended in a mistrial on november 8 2004 a brooklyn judge then dismissed the charges february 28 2005on october 29 2008 oharas petition for readmission to the bar was submitted by the supreme court of the state of new york appellate division second judicial department to the committee on character and fitness the full committee on character and fitness for the second tenth eleventh and thirteenth districts voted unanimously on june 29 2009 to approve the subcommittees recommendation that oharas application for reinstatement be granted on october 6 2009 ohara was reinstated as an attorney by the supreme court of the state of new york appellate division second judicial department however his conviction still standsin recommending oharas reinstatement the subcommittee of the committee on character and fitness wrote mr ohara accurately it appears claims that the machine went gunning for him and pounced on his change of residency calling it election fraud although the committee has grave doubts that mr ohara did anything that justified his criminal prosecution even if mr ohara was guilty of the offense of which he was convicted we believe mr ohara now has the requisite character and fitness to be reinstated as a member of the bar in december 2009 the new york daily news urged a gubernatorial pardon to clear oharas name saying it is beyond doubt that ohara was the victim of a criminal justice vendetta ginned up by enemies in the brooklyn democratic party at heart the case was an example of selective and overzealous prosecution
<http://dbpedia.org/resource/LauRen_Merola>,LauRen Merola,lauren merola born 5 june 1984 is a beauty queen from pittsburgh pennsylvania who competed in the miss usa pageant in 2008merola competed in her first miss universe organization pageant in 1998 when she was a semifinalist at miss florida teen usa 1999 she later placed fourth runnerup at miss florida teen usa 2002 was a semifinalist at miss florida usa 2003 placed third runnerup at miss florida usa 2004 and a semifinalist at miss florida usa 2006 she also competed for the miss florida 2006 title in the miss america system after moving to pennsylvania merola competed in the miss pennsylvania pageant in june 2007 and did not place although she was a swimsuit preliminary award winner later that year merola won the miss pennsylvania usa 2008 title in a state pageant held in pittsburgh on 18 novembermerola went on to represent pennsylvania in the miss usa 2008 pageant broadcast live from las vegas nevada on april 11 2008 and had the most prior state experience of any contestant in that pageant she placed fourth runnerup in the national competition the highest placement for her state since michele mcdonald won the miss usa title in 1971 and pennsylvanias second placement in fifteen yearsmerola grew up in baldwin pennsylvania but moved to florida in eighth grade she is a 2002 graduate of piper high school in sunrise florida and a 2006 graduate of broward community college with an associates degree in broadcast communications she currently works as a sales and marketing executive for a stage lighting company for three years merola was a miami dolphins cheerleadercurrently merola is one of the hosts of the orange carpet on dolphins game days at sun life stadium and joins the finsiders as she chats live with finatics during 940 am winzmerola is a supporter of hillary clinton introduced clinton at a campaign event in california university in california pennsylvania in april 2008
<http://dbpedia.org/resource/Michael_Di_Biase>,Michael Di Biase,michael di biase is a regional councillor in and the former mayor of vaughan an exurb of toronto ontario canada he was first elected to the citys council in 1986 following the death of mayor lorna jackson in 2002 di biase was appointed acting mayor by virtue of his position as senior regional councilor a position he had held since 1988 in the 2003 municipal election di biase won his first official term as mayorthe globe and mail newspaper reports that di biase received an annual salary of 164074 making him one of the highestpaid municipal politicians in the country the next highest paid mayor is hazel mccallion of mississauga at 158704 the mayor of the largest city in canada david miller of toronto receives 143635 per year the average salary of vaughan councilors is 102657 which is second to that of mississauga at 113296 while toronto councilors earn 85497 in the 2006 municipal election di biase faced lorna jacksons daughter linda jackson and lost by 90 votes in one of the closest races of the night after a courtordered recount completed on april 26 2007 which had been initiated by di biase it was confirmed that jackson had indeed won the election di biase has stated he will accept the resultsin 2006 he was made a knight officer of the order of merit by the government of italyin september 2009 an audit was conducted on former mayor dibiases 2006 election campaign 27 contraventions were revealed in the audit the largest notable contravention was a 155000 cash payment made to dibiases law firm to pay for legal expenses dibiase refused to name the anonymous donors citing lawyer privilege and was eventually cleared of wrongdoinghe was elected local and regional councillor for the city of vaughan in october 2010 his term began december 1 2010in july 2011 an auditing committee voted to examine expenses relating to dibiases 2010 campaign it is alleged that due to improper reporting and accounting procedures on dibiases part he improperly kept 32000 in campaign funds that should have been returned to the city
<http://dbpedia.org/resource/Vladimir_Kova%C4%8Devi%C4%87>,Vladimir Kova%C4%8Devi%C4%87,vladimir kovaevi born january 15 1961 in niki montenegro is a montenegrin serb military officer who was charged with violation of the laws of war by the international criminal tribunal for the former yugoslavia icty for his actions in the siege of dubrovnik during the croatian war of independencekovaevi faced six counts of violations of the laws of war all related to the bombing of the unesco heritage site of dubrovnik by the third battalion of the jna 472 trebinje motorised brigade of which he was in commandhis case was originally to be processed along with pavle strugar a higherranking commander of the operation but the trial was split up on november 26 2003 on january 31 2005 the international criminal tribunal for the former yugoslavia sentenced strugar to eight years in prison for his role in the 1991 shelling of dubrovniksince 2004 kovaevi has not been fit for trial due to mental health problemson july 30 2007 the serbian office of the war crimes prosecutor announced the indictment of former yugoslavia army captain vladimir kovaevi for war crimes associated with the 1991 siege of dubrovnik the serbian prosecutor is quoted by associated press saying kovaevi was being treated at the belgrade military hospital and that experts would assess his capacity to attend trial in the future adding it was not immediately clear when proceedings against kovacevic could start
<http://dbpedia.org/resource/Geoffrey_Oryema>,Geoffrey Oryema,geoffrey oryema born 16 april 1953 is an internationally renowned ugandan musician in 1977 at the age of 24 and at the height of idi amins power oryema was smuggled across the ugandan border in the trunk of a car after the death of his father erinayo wilson oryema who was a cabinet minister beginning a life in exile today his songs keep alive the languages of his youth swahili and acholi and return to the lost country the clear green land of ugandaoryema earned his international reputation following the release of his second album beat the border he has collaborated with amongst others peter gabriel and was backed by french musicians including jeanpierre alarcen guitar and patrick buchmann drums percussion backing vocals touring with womad in australia the usa japan brasil and europe in 1994 the band performed at woodstock 94 celebrating the 25th anniversary of the legendary festival gabriels record label real world helped with the first three of oryemas albums until his move to sony international a label established in france where oryema resides since his exile besides his two native languages mentioned earlier he also sings in english and frenchin july 2005 he performed at the live 8 africa calling concert in cornwall and with 1 giant leap at the live 8 edinburgh concert
<http://dbpedia.org/resource/Billy_Joel>,Billy Joel,william martin billy joel born may 9 1949 is an american pianist singersongwriter and composer since releasing his first hit song piano man in 1973 joel has become the sixth bestselling recording artist and the third bestselling solo artist in the united states his compilation album greatest hits vol 1 2 is the third bestselling album in the united states by discs shippedjoel had top 40 hits in the 1970s 1980s and 1990s achieving 33 top 40 hits in the united states all of which he wrote himself he is also a sixtime grammy award winner who has been nominated for 23 grammy awards throughout his career he has sold more than 150 million records worldwide making him one of the bestselling artists of all timejoel was inducted into the songwriters hall of fame 1992 the rock and roll hall of fame 1999 and the long island music hall of fame 2006 in 2001 joel received the johnny mercer award from the songwriters hall of fame in 2013 joel received the kennedy center honors the nations highest honor for influencing american culture through the arts except for the 2007 songs all my life and christmas in fallujah joel stopped writing and releasing poprock material after 1993s river of dreams however he continues to tour and he plays songs from all eras of his solo career in his concerts
<http://dbpedia.org/resource/Lee_Walter_Congdon>,Lee Walter Congdon,lee walter congdon born august 11 1939 is a writer and historiancongdon is the author of four books the first three were the young lukacs 1983 exile and social thought 1991 and seeing red 2001 taken together the works represent a trilogy examining the unique contributions of hungarian intellectuals to 20th century social and political thought his fourth book was george kennan a writing life 2008 congdon also coedited two books on the hungarian revolutioncongdon holds a bachelors degree from wheaton college illinois and a masters and phd from northern illinois universityin 1999 congdon was awarded the order of merit small cross by the republic of hungary in 2006 congdon retired as professor of history at james madison university after more than thirty years of teaching he lives in harrisonburg virginia united states with his wife congdon is an eastern orthodox christianin the fall of 2002 congdon was interviewed in the james madison university magazine montpelierpolitically for instance congdon veers right of the american right meaning within a european context he is a monarchist he sees little difference between the competing ideologies of americas political parties and he professes an abiding admiration and preference over the commondenominator chaos of american democracy for some of europes royalist governments of the latter 19th century wherein liberty not equality was the highest political value for european conservatives congdon says order is first and liberty only within a context of order
<http://dbpedia.org/resource/Stanley_Roman>,Stanley Roman,stanley roman born 4 june 1941 became the 13th bishop of the roman catholic diocese of quilon in 2001 and the education chairman of the kerala catholic bishops councilstanley roman was born on 4 june 1941 at punalur in kollam district he is the 10th of the eleven children of roman fernandez and elizabeth 7 boys and 4 girlsafter bishop romans primary education at st johns lp school and government up school akkara at punalur he joined st raphaels minor seminary at kollam where he was later to be vice rector for religious studies and simultaneously completed his schooling from st aloysius school kollamin 1959 he commenced philosophy studies at st josephs pontifical seminary aluva after 2 years he was chosen to pursue priestly studies at the pontifical urban university rome where he received a masters degree in philosophy and theology he was ordained priest by cardinal agagiani the prefect of the congregation for the evangelization of peoples at st peters basilica rome on 16 december 1966 when father roman returned to quilon he was initially appointed as the prefect of straphaels seminary he continued his studies and received a master of arts english language and literature from the university of kerala he then joined fatima mata national college kollam as an english instructor and the bursar and later became its principal after holding various posts in the diocese he was appointed the first rector of carmel giri major seminary latin rite when st josephs pontifical seminary was reorganized on the basis of rites he was nominated as the 13th bishop of quilon on 29 october 2001 while he was serving as the rector of carmelgiri seminary rev dr stanley roman was ordained bishop of quilon on 16 december 2001 in 2004 bishop roman founded the pradhibhodayam education program for scholastically gifted but financially challenged members of the diocese in 2007 bishop roman inaugurated jagat jyoti mandir house of the light of the universe which is a christian church incorporating hindu cultural elements
<http://dbpedia.org/resource/Ludovic_Morlot>,Ludovic Morlot,ludovic morlot born 1974 lyon is a french conductor he is currently music director of the seattle symphony and chief conductor at la monnaie de munt opera house as a youth morlot trained as a violinist he later attended the royal academy of music and began his studies in conducting in london in 1994 where his mentors included sir colin davis george hurst and colin metters at the royal college of music he was a norman del mar conducting fellow in the us he attended the pierre monteux school for conductors he held the seiji ozawa fellowship in conducting at the tanglewood festival in 2001from 2002 to 2004 morlot served as conductorinresidence with the orchestre national de lyon onl where his responsibilities included conducting the onls two youth orchestras from 2004 to 2007 he was an assistant conductor with the boston symphony orchestra which he conducted for the first time in subscription concerts in april 2005morlots work in contemporary music has included conducting the us premieres of gondwana by tristan murail in january 2009 and helios choros ii sun god dancers by augusta read thomas in october 2009 and the world premiere of instances the last orchestral work by elliott cartermorlot first guestconducted the seattle symphony in october 2009 his second guest appearance with the seattle symphony was in april 2010 as a substitute conductor in the wake of the 2010 eyjafjallajkull eruptions which led to diminished rehearsal time and a change of programme in june 2010 the seattle symphony announced the appointment of morlot as its 15th music director effective with the 20112012 season with an initial contract of six years he held the title of music director designate during the 20102011 seasonmorlot made his first guestconducting appearance at la monnaie in 2011 in june 2011 la monnaie announced the appointment of morlot as its next music director as of the 20122013 season with an initial contract of 5 years the seattle and brussels positions represented morlots first music directorships of an orchestra and an opera company respectively in december 2014 citing artistic differences morlot announced he would step down from the directorship at la monnaie by the end of 2014morlot his wife ghizlane a landscape designer and translator and their two daughters nora and iman reside in seattle in march 2012 morlot was named affiliate professor of music at the university of washington uw with the 20132014 academic year morlot became the chair of conducting studies at uw
